"ST","STATE","ST_ABBR","STCNTY","COUNTY.x","FIPS","LOCATION","AREA_SQMI","E_TOTPOP.x","M_TOTPOP.x","E_HU","M_HU","E_HH","M_HH","E_POV150","M_POV150","E_UNEMP","M_UNEMP","E_HBURD","M_HBURD","E_NOHSDP","M_NOHSDP","E_UNINSUR","M_UNINSUR","E_AGE65","M_AGE65","E_AGE17","M_AGE17","E_DISABL","M_DISABL","E_SNGPNT","M_SNGPNT","E_LIMENG","M_LIMENG","E_MINRTY","M_MINRTY","E_MUNIT","M_MUNIT","E_MOBILE","M_MOBILE","E_CROWD","M_CROWD","E_NOVEH","M_NOVEH","E_GROUPQ","M_GROUPQ","EP_POV150","MP_POV150","EP_UNEMP.x","MP_UNEMP","EP_HBURD","MP_HBURD","EP_NOHSDP.x","MP_NOHSDP","EP_UNINSUR.x","MP_UNINSUR","EP_AGE65.x","MP_AGE65","EP_AGE17.x","MP_AGE17","EP_DISABL.x","MP_DISABL","EP_SNGPNT","MP_SNGPNT","EP_LIMENG.x","MP_LIMENG","EP_MINRTY.x","MP_MINRTY","EP_MUNIT","MP_MUNIT","EP_MOBILE.x","MP_MOBILE","EP_CROWD","MP_CROWD","EP_NOVEH","MP_NOVEH","EP_GROUPQ.x","MP_GROUPQ","EPL_POV150","EPL_UNEMP.x","EPL_HBURD","EPL_NOHSDP.x","EPL_UNINSUR.x","SPL_THEME1","RPL_THEME1","EPL_AGE65.x","EPL_AGE17.x","EPL_DISABL.x","EPL_SNGPNT","EPL_LIMENG.x","SPL_THEME2","RPL_THEME2","EPL_MINRTY.x","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE.x","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ.x","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","E_DAYPOP.x","E_NOINT","M_NOINT","E_AFAM","M_AFAM","E_HISP","M_HISP","E_ASIAN","M_ASIAN","E_AIAN","M_AIAN","E_NHPI","M_NHPI","E_TWOMORE","M_TWOMORE","E_OTHERRACE","M_OTHERRACE","EP_NOINT.x","MP_NOINT","EP_AFAM","MP_AFAM","EP_HISP","MP_HISP","EP_ASIAN","MP_ASIAN","EP_AIAN","MP_AIAN","EP_NHPI","MP_NHPI","EP_TWOMORE","MP_TWOMORE","EP_OTHERRACE","MP_OTHERRACE","Unique
Record
Serial
Number","Classification","Address","City","State","Country","Concatenated_Address","Latitude","Longitude","Facility_Type","Facility_Status","Facility_Code","V13"," Ground
Square
Feet"," Mezzanine
Square 
Feet"," Total Working
Square 
Feet","Zip","Nearest 
Major
Metro Market","Year","GEOID.x","closest_fips","STATEFP","COUNTYFP","TRACTCE","AFFGEOID","GEOID.y","NAME","COUNTY.y","StateAbbr","StateDesc","Location","E_TOTPOP.y","M_TOTPOP.y","E_DAYPOP.y","SPL_EJI","RPL_EJI","SPL_SER","RPL_SER","EPL_OZONE","EPL_PM","EPL_DSLPM","EPL_TOTCR","SPL_EBM_THEME1","RPL_EBM_DOM1","EPL_NPL","EPL_TRI","EPL_TSD","EPL_RMP","EPL_COAL","EPL_LEAD","SPL_EBM_THEME2","RPL_EBM_DOM2","EPL_PARK","EPL_HOUAGE","EPL_WLKIND","SPL_EBM_THEME3","RPL_EBM_DOM3","EPL_RAIL","EPL_ROAD","EPL_AIRPRT","SPL_EBM_THEME4","RPL_EBM_DOM4","EPL_IMPWTR","SPL_EBM_THEME5","RPL_EBM_DOM5","SPL_EBM","RPL_EBM","EPL_MINRTY.y","SPL_SVM_DOM1","RPL_SVM_DOM1","EPL_POV200","EPL_NOHSDP.y","EPL_UNEMP.y","EPL_RENTER","EPL_HOUBDN","EPL_UNINSUR.y","EPL_NOINT","SPL_SVM_DOM2","RPL_SVM_DOM2","EPL_AGE65.y","EPL_AGE17.y","EPL_DISABL.y","EPL_LIMENG.y","SPL_SVM_DOM3","RPL_SVM_DOM3","EPL_MOBILE.y","EPL_GROUPQ.y","SPL_SVM_DOM4","RPL_SVM_DOM4","SPL_SVM","RPL_SVM","F_BPHIGH","F_ASTHMA","F_CANCER","F_MHLTH","F_DIABETES","F_HVM","RPL_HVM","E_OZONE","E_PM","E_DSLPM","E_TOTCR","E_NPL","E_TRI","E_TSD","E_RMP","E_COAL","E_LEAD","E_PARK","E_HOUAGE","E_WLKIND","E_RAIL","E_ROAD","E_AIRPRT","E_IMPWTR","EP_MINRTY.y","EP_POV200","EP_NOHSDP.y","EP_UNEMP.y","EP_RENTER","EP_HOUBDN","EP_UNINSUR.y","EP_NOINT.y","EP_AGE65.y","EP_AGE17.y","EP_DISABL.y","EP_LIMENG.y","EP_MOBILE.y","EP_GROUPQ.y","EP_BPHIGH","EP_ASTHMA","EP_CANCER","EP_MHLTH","EP_DIABETES","EPL_BPHIGH","EPL_ASTHMA","EPL_CANCER","EPL_DIABETES","EPL_MHLTH"
12,"Florida","FL",12083,"Marion County",12083001500,"Census Tract 15; Marion County; Florida",11.037112544204,3105,791,1652,190,1157,228,1722,712,107,83,542,232,262,142,631,322,564,186,997,390,468,176,184,106,0,60,2280,857,0,21,448,130,88,77,113,88,0,15,55.5,18.1,9.1,6,46.8,17.8,13.8,7.2,20.3,7.6,18.2,6.5,32.1,6.2,15.1,5.4,15.9,8.6,0,2.1,73.4,20.3,0,1.3,27.1,7.8,7.6,4.6,9.8,7.3,0,0.5,0.9656,0.8346,0.9261,0.7045,0.9231,4.3539,0.9659,0.6011,0.9401,0.6512,0.9348,0,3.1272,0.8527,0.8096,0.8096,0.8096,0,0.9371,0.864,0.7406,0,2.5417,0.6155,10.8324,0.9106,1,0,1,0,1,3,0,1,0,1,0,2,0,0,0,1,0,0,0,1,6,9332,351,177,1786,585,148,165,0,15,0,15,0,15,346,360,0,15,30.3,13,57.5,12.4,4.8,5.2,0,1.6,0,1.6,0,1.6,11.1,9.9,0,1.6,6838186,"Warehouse","3400 NW 35th Avenue Rd","Ocala","Florida","USA","3400 NW 35th Avenue Rd, Ocala, Florida 34475",29.226699,-82.181967,"F","Existing","TPA6/
HTP9","T","617,055","-","617,055","34475","Ocala","2021",12083001500,12083001500,12,83,1500,"1400000US12083001500",12083001500,15,"Marion","FL","Florida","Census Tract 15, Marion County, Florida",3407,609,5503,2.3569,0.9214,1.5569,0.8634,0.325,0.2298,0.6329,0.7184,1.9061,0.5149,0,0.7422,0,0.766,0,0,1.5082,0.755,0.6862,0.4791,0.5096,1.6749,0.5953,0.7141,0.7026,0,1.4167,0.69,0,0,0,6.5059,0.6292,0.7587,0.7587,0.7587,0.973,0.8638,0.838,0.7023,0.8943,0.918,0.9268,6.1162,0.9655,0.5377,0.6318,0.9068,0,2.0763,0.563,0.9369,0,0.9369,0.598,9.8881,0.9277,1,1,0,1,1,4,0.8,0.33,7.73,0.51,36.28,0,75.12,0,8.88,0,0,24.35,59.75,9,88.73,94.5,0,0,62.1,71.9108,23.6,9,46.8,44.9402,19.2,36.8,16.3,23.9,21.4,0,26.6,0,50.4,12.3,6.9,21.6,22.6,0.9836,0.9233,0.5402,0.988,0.9711
12,"Florida","FL",12083,"Marion County",12083001500,"Census Tract 15; Marion County; Florida",11.037112544204,3105,791,1652,190,1157,228,1722,712,107,83,542,232,262,142,631,322,564,186,997,390,468,176,184,106,0,60,2280,857,0,21,448,130,88,77,113,88,0,15,55.5,18.1,9.1,6,46.8,17.8,13.8,7.2,20.3,7.6,18.2,6.5,32.1,6.2,15.1,5.4,15.9,8.6,0,2.1,73.4,20.3,0,1.3,27.1,7.8,7.6,4.6,9.8,7.3,0,0.5,0.9656,0.8346,0.9261,0.7045,0.9231,4.3539,0.9659,0.6011,0.9401,0.6512,0.9348,0,3.1272,0.8527,0.8096,0.8096,0.8096,0,0.9371,0.864,0.7406,0,2.5417,0.6155,10.8324,0.9106,1,0,1,0,1,3,0,1,0,1,0,2,0,0,0,1,0,0,0,1,6,9332,351,177,1786,585,148,165,0,15,0,15,0,15,346,360,0,15,30.3,13,57.5,12.4,4.8,5.2,0,1.6,0,1.6,0,1.6,11.1,9.9,0,1.6,7752335,"Warehouse","3400 NW 35th Avenue Rd","Ocala","Florida","USA","3400 NW 35th Avenue Rd, Ocala, Florida 34475",29.226699,-82.181967,"H","Existing","HTP9","H","-","-","-","34475","Ocala","2021",12083001500,12083001500,12,83,1500,"1400000US12083001500",12083001500,15,"Marion","FL","Florida","Census Tract 15, Marion County, Florida",3407,609,5503,2.3569,0.9214,1.5569,0.8634,0.325,0.2298,0.6329,0.7184,1.9061,0.5149,0,0.7422,0,0.766,0,0,1.5082,0.755,0.6862,0.4791,0.5096,1.6749,0.5953,0.7141,0.7026,0,1.4167,0.69,0,0,0,6.5059,0.6292,0.7587,0.7587,0.7587,0.973,0.8638,0.838,0.7023,0.8943,0.918,0.9268,6.1162,0.9655,0.5377,0.6318,0.9068,0,2.0763,0.563,0.9369,0,0.9369,0.598,9.8881,0.9277,1,1,0,1,1,4,0.8,0.33,7.73,0.51,36.28,0,75.12,0,8.88,0,0,24.35,59.75,9,88.73,94.5,0,0,62.1,71.9108,23.6,9,46.8,44.9402,19.2,36.8,16.3,23.9,21.4,0,26.6,0,50.4,12.3,6.9,21.6,22.6,0.9836,0.9233,0.5402,0.988,0.9711
12,"Florida","FL",12085,"Martin County",12085001702,"Census Tract 17.02; Martin County; Florida",54.772266398854,1809,209,919,47,765,115,431,324,0,15,124,97,156,114,214,140,560,216,298,107,347,241,21,28,25,58,313,372,31,48,305,118,0,21,70,82,25,4,23.8,17.7,0,6.3,16.2,12.4,10.3,7.6,11.8,7.6,31,10.2,16.5,5.9,19.2,12.9,2.7,3.6,1.4,3.2,17.3,20.5,3.4,5.2,33.2,12.3,0,2.3,9.2,10.4,1.4,0.2,0.6288,0,0.2095,0.581,0.7442,2.1635,0.4033,0.9454,0.2108,0.8314,0.2641,0.5229,2.7746,0.6818,0.2881,0.2881,0.2881,0.4611,0.9607,0,0.7215,0.7326,2.8759,0.7551,8.1021,0.5734,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1448,82,86,0,15,238,179,46,54,0,15,0,15,29,30,0,15,10.7,10.7,0,2.7,13.2,10.3,2.5,3,0,2.7,0,2.7,1.6,1.7,0,2.7,9985678,"Warehouse","SW Kanner Highway 76 & SW 96th Street","Stuart","Florida","USA","SW Kanner Highway 76 & SW 96th Street, Stuart, Florida 34997",27.0782,-80.291386,"F","New Not Confirmed","","","1,000,000","-","1,000,000","34997","Palm Beach","2024",12085001702,12085001700,12,85,1700,"1400000US12085001700",12085001700,17,"Martin","FL","Florida","Census Tract 17, Martin County, Florida",10983,1230,11195,0.9778,0.3415,0.5778,0.1957,0,0.062,0.3844,0.4633,0.9097,0.1413,0,0.32,0,0.6778,0,0,0.9978,0.6099,0.6519,0.1036,0.8453,1.6008,0.5344,0.2779,0.3676,0,0.6455,0.2425,0.3527,0.3527,0.3527,4.5065,0.1887,0.2303,0.2303,0.2303,0.1909,0.4486,0.2424,0.0127,0.5289,0.602,0.3377,2.3632,0.2609,0.9606,0.1406,0.73,0.399,2.2302,0.6919,0.8801,0.4452,1.3253,0.7854,6.149,0.3891,1,0,1,0,0,2,0.4,0,6.43,0.32,30.22,0,0.79,0,1.87,0,0,33.37,17.91,5.13,1.94,26.25,0,26.53,11.4,14.9452,8.8,3,3.4,27.0992,8.7,12,30.6,15.5,16.3,0.8,18.1,0.2,34.9,8.2,8.7,12.6,10.4,0.6708,0.1022,0.9013,0.4605,0.339
12,"Florida","FL",12086,"Miami-Dade County",12086000414,"Census Tract 4.14; Miami-Dade County; Florida",1.244701727928,5011,641,2046,175,1844,195,1805,632,93,86,991,282,814,279,1109,411,699,145,1061,342,608,211,213,140,496,266,4871,651,1249,260,17,28,155,112,230,146,0,21,36.2,11.8,3.9,3.4,53.7,14.2,24.5,8.1,22.1,7.5,13.9,3.3,21.2,5.1,12.1,4.3,11.6,7.5,10.4,5.4,97.2,3.8,61,11.6,0.8,1.4,8.4,5.4,12.5,7.9,0,0.4,0.8354,0.4146,0.9686,0.8981,0.9396,4.0563,0.9186,0.3632,0.4722,0.4604,0.8542,0.8836,3.0336,0.8144,0.9651,0.9651,0.9651,0.9551,0.5252,0.8821,0.8073,0,3.1697,0.8547,11.2247,0.9407,0,0,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,8171,620,192,3932,640,939,258,0,21,0,21,0,21,0,21,0,21,33.6,9.9,78.5,5.5,18.7,5.3,0,1,0,1,0,1,0,1,0,1,1140871,"Warehouse","15600 NW 15th Ave","Miami Gardens","Florida","USA","15600 NW 15th Ave, Miami Gardens, Florida 33169",25.916428,-80.226459,"P","Existing","UFL1/
DMI2","U","37,440","-","37,440","33169","Miami","2014",12086000414,12086000414,12,86,414,"1400000US12086000414",12086000414,4.14,"Miami-Dade","FL","Florida","Census Tract 4.14, Miami-Dade County, Florida",4676,541,8452,2.5406,0.9649,1.7406,0.9408,0,0.1811,0.9644,0.7507,1.8962,0.5107,0.9948,0.8208,0,0,0,0,1.8156,0.8697,0.3853,0.5411,0.1976,1.124,0.1399,0.7891,0.7666,0,1.5557,0.7805,0.8827,0.8827,0.8826,7.2742,0.7772,0.9558,0.9558,0.9558,0.9172,0.8081,0.9239,0.9034,0.9697,0.955,0.919,6.3963,0.9889,0.2573,0.5761,0.201,0.8776,1.912,0.4151,0.6313,0.4452,1.0765,0.6915,10.3406,0.9634,1,1,0,1,1,4,0.8,0,7.36,1.38,37.13,98.14,96.06,0,0,0,0,100,64.91,13.83,100,100,0,99.89,96.3,61.0565,20,12.1,71.4,54.7258,23.3,35.9,11.5,23.1,8.4,10.4,2.5,0.2,40.8,11.6,5.4,18.9,16.2,0.8785,0.8701,0.2406,0.9033,0.9016
12,"Florida","FL",12086,"Miami-Dade County",12086000414,"Census Tract 4.14; Miami-Dade County; Florida",1.244701727928,5011,641,2046,175,1844,195,1805,632,93,86,991,282,814,279,1109,411,699,145,1061,342,608,211,213,140,496,266,4871,651,1249,260,17,28,155,112,230,146,0,21,36.2,11.8,3.9,3.4,53.7,14.2,24.5,8.1,22.1,7.5,13.9,3.3,21.2,5.1,12.1,4.3,11.6,7.5,10.4,5.4,97.2,3.8,61,11.6,0.8,1.4,8.4,5.4,12.5,7.9,0,0.4,0.8354,0.4146,0.9686,0.8981,0.9396,4.0563,0.9186,0.3632,0.4722,0.4604,0.8542,0.8836,3.0336,0.8144,0.9651,0.9651,0.9651,0.9551,0.5252,0.8821,0.8073,0,3.1697,0.8547,11.2247,0.9407,0,0,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,8171,620,192,3932,640,939,258,0,21,0,21,0,21,0,21,0,21,33.6,9.9,78.5,5.5,18.7,5.3,0,1,0,1,0,1,0,1,0,1,35003,"Warehouse","15600 NW 15th Ave","Miami Gardens","Florida","USA","15600 NW 15th Ave, Miami Gardens, Florida 33169",25.916428,-80.226459,"D","Existing","DMI2","D","141,360","-","141,360","33169","Miami","2015",12086000414,12086000414,12,86,414,"1400000US12086000414",12086000414,4.14,"Miami-Dade","FL","Florida","Census Tract 4.14, Miami-Dade County, Florida",4676,541,8452,2.5406,0.9649,1.7406,0.9408,0,0.1811,0.9644,0.7507,1.8962,0.5107,0.9948,0.8208,0,0,0,0,1.8156,0.8697,0.3853,0.5411,0.1976,1.124,0.1399,0.7891,0.7666,0,1.5557,0.7805,0.8827,0.8827,0.8826,7.2742,0.7772,0.9558,0.9558,0.9558,0.9172,0.8081,0.9239,0.9034,0.9697,0.955,0.919,6.3963,0.9889,0.2573,0.5761,0.201,0.8776,1.912,0.4151,0.6313,0.4452,1.0765,0.6915,10.3406,0.9634,1,1,0,1,1,4,0.8,0,7.36,1.38,37.13,98.14,96.06,0,0,0,0,100,64.91,13.83,100,100,0,99.89,96.3,61.0565,20,12.1,71.4,54.7258,23.3,35.9,11.5,23.1,8.4,10.4,2.5,0.2,40.8,11.6,5.4,18.9,16.2,0.8785,0.8701,0.2406,0.9033,0.9016
12,"Florida","FL",12086,"Miami-Dade County",12086000508,"Census Tract 5.08; Miami-Dade County; Florida",2.206645903278,3907,684,1521,165,1458,176,2511,652,20,33,1006,297,576,253,840,308,266,100,1185,391,515,217,368,178,363,212,3907,684,1150,223,0,15,129,116,329,150,0,15,64.3,12.3,1.3,2.2,69,18.6,26.7,12.2,21.5,7.9,6.8,3.1,30.3,7.6,13.2,5.5,25.2,11.8,10,5.6,100,0,75.6,12.2,0,3.2,8.8,7.6,22.6,9.9,0,0.4,0.9858,0.0949,0.9968,0.9174,0.9344,3.9293,0.8932,0.0714,0.9062,0.5338,0.9884,0.8779,3.3777,0.9288,0.9954,0.9954,0.9954,0.9741,0,0.8894,0.9168,0,2.7803,0.7172,11.0827,0.9308,1,0,1,1,1,4,0,1,0,1,0,2,1,1,1,0,0,1,0,2,9,18359,249,146,2406,651,1386,462,0,15,0,15,0,15,115,222,0,15,17.1,9.6,61.6,12.1,35.5,10.9,0,1.3,0,1.3,0,1.3,2.9,5.7,0,1.3,5777644,"Warehouse","3000 NW 123rd St","Miami","Florida","USA","3000 NW 123rd St, Miami, Florida 33167",25.885095,-80.249571,"D","Existing","DVB7","D","225,600","-","225,600","33167","Miami","2021",12086000508,12086000505,12,86,505,"1400000US12086000505",12086000505,5.05,"Miami-Dade","FL","Florida","Census Tract 5.05, Miami-Dade County, Florida",6005,589,7050,2.1549,0.867,1.7549,0.9462,0,0.2047,0.9521,0.7149,1.8717,0.5007,0,0.8361,0,0.9024,0,0,1.7385,0.8383,0.3853,0.7716,0.1234,1.2803,0.2446,0.5713,0.7572,0.9881,2.3166,0.9754,0.203,0.203,0.203,7.4101,0.7999,0.9641,0.9641,0.9641,0.9177,0.9581,0.5111,0.8213,0.9798,0.9506,0.7605,5.8991,0.9402,0.7426,0.2954,0.4453,0.9982,2.4815,0.8545,0,0.8752,0.8752,0.5368,10.2199,0.955,0,0,0,1,1,2,0.4,0,7.55,1.21,36.19,0,98.43,0,52.14,0,0,100,83.12,14.75,51.5,99.83,91.99,7.19,97.1,61.1227,35.8,4.9,59.2,57.2967,22.7,25.3,19.9,19.1,11.8,44.3,0,3.8,33.8,8.3,5.7,16.4,18.5,0.6106,0.1201,0.2923,0.952,0.7508
12,"Florida","FL",12086,"Miami-Dade County",12086001607,"Census Tract 16.07; Miami-Dade County; Florida",0.457771411546,3003,723,1158,382,1145,381,648,255,32,35,250,117,758,305,453,228,969,493,357,156,469,137,55,63,1428,615,2943,724,70,52,3,7,317,377,125,83,114,11,21.7,6.7,1.8,2,21.8,7.2,31.2,11.9,15.1,6.7,32.3,11.6,11.9,4.2,15.7,5.9,4.8,5.3,50.4,17.9,98,5,6.1,4,0.3,0.6,27.7,31.2,10.9,8.2,3.8,1,0.5783,0.1463,0.4133,0.9466,0.8389,2.9234,0.6359,0.9542,0.0854,0.6835,0.4789,0.9992,3.2012,0.8802,0.9732,0.9732,0.9732,0.5509,0.4688,0.9917,0.7707,0.8728,3.6549,0.9617,10.7527,0.9038,0,0,0,1,0,1,1,0,0,0,1,2,1,1,0,0,1,0,0,1,5,2585,196,110,20,41,2855,731,49,64,0,15,0,15,0,15,19,31,17.1,11,0.7,1.4,95.1,3.3,1.6,2.2,0,1.6,0,1.6,0,1.6,0.6,1.1,8691774,"Warehouse","1125 SE 8th St","Hialeah","Florida","USA","1125 SE 8th St, Hialeah, Florida 33010",25.816484,-80.260182,"F","Existing","SFL2","S","200,000","-","200,000","33010","Tampa","2021",12086001607,12086001606,12,86,1606,"1400000US12086001606",12086001606,16.06,"Miami-Dade","FL","Florida","Census Tract 16.06, Miami-Dade County, Florida",4560,485,3779,2.0164,0.826,1.6164,0.8902,0,0.2149,0.9602,0.741,1.9161,0.519,0,0.6073,0,0.9811,0,0,1.5884,0.7835,0.3853,0.2651,0.0372,0.6876,0.0149,0.6528,0.7666,0,1.4194,0.6917,0.9093,0.9093,0.9093,6.5208,0.6319,0.9795,0.9795,0.9795,0.8874,0.9667,0.3881,0.9425,0.9727,0.9754,0.9555,6.0883,0.9628,0.5497,0.5832,0.6045,0.9975,2.7349,0.9495,0.5337,0.4452,0.9789,0.6452,10.7816,0.9845,0,0,0,1,1,2,0.4,0,7.63,1.31,36.87,0,36.14,0,100,0,0,100,40.22,16.33,73.01,100,0,100,98.5,57.1491,38,4,79.7,55.3178,27.4,41.3,16.5,23.2,14.1,42,1,0.2,34.8,8.4,5.7,16,18.6,0.6658,0.1389,0.2923,0.9537,0.7146
12,"Florida","FL",12086,"Miami-Dade County",12086001701,"Census Tract 17.01; Miami-Dade County; Florida",1.10458569823,4719,985,1779,273,1688,278,2366,864,305,163,766,258,1171,422,1208,318,546,167,719,238,409,190,65,56,843,494,4621,991,102,83,435,201,271,196,110,78,70,6,50.2,15,12.5,6.5,45.4,13.3,34.5,9.5,25.8,4.4,11.6,3.4,15.2,4,8.7,3.4,3.9,3.3,18.8,10.3,97.9,4.8,5.7,4.6,24.5,9.7,16.1,10.7,6.5,4.7,1.5,0.3,0.9445,0.9257,0.9136,0.9613,0.9634,4.7085,0.9967,0.2444,0.1633,0.22,0.3894,0.9543,1.9714,0.209,0.972,0.972,0.972,0.5397,0.9235,0.9625,0.6087,0.7419,3.7763,0.976,11.4282,0.9539,1,1,1,1,1,5,0,0,0,0,1,1,1,1,0,1,1,0,0,2,9,8158,472,183,2028,657,2536,678,12,19,0,15,0,15,45,64,0,15,28,10.7,43,9.5,53.7,9.7,0.3,0.4,0,1.1,0,1.1,1,1.3,0,1.1,3074520,"Warehouse","5600-5700 NW 37th Ave","Hialeah","Florida","USA","5600-5700 NW 37th Ave, Hialeah, Florida 33142",25.826253,-80.258314,"D","Existing","DMF1","D","211,000","-","211,000","33142","Miami","2020",12086001701,12086001701,12,86,1701,"1400000US12086001701",12086001701,17.01,"Miami-Dade","FL","Florida","Census Tract 17.01, Miami-Dade County, Florida",4210,479,8494,2.7597,0.997,1.9597,0.998,0,0.2035,0.9595,0.6694,1.8324,0.484,0.9908,0.8577,0,0.9742,0,0,2.8227,0.9829,0.3853,0.5703,0.2129,1.1685,0.165,0.7891,0.5805,0.9468,2.3164,0.9754,0.9093,0.9093,0.9093,9.0493,0.9676,0.9558,0.9558,0.9558,0.9741,0.9695,0.7533,0.8108,0.9734,0.9744,0.9501,6.4056,0.9894,0.1314,0.7243,0.2283,0.9404,2.0244,0.515,0.8399,0.8192,1.6591,0.9484,11.0449,0.9921,1,1,0,1,1,4,0.8,0,7.54,1.3,35.07,83.21,100,0,98.13,0,0,100,67.35,13.63,100,69.33,26.51,100,96.3,72.2367,38.9,7.4,58,55.4989,27.1,40.3,8.8,25.4,8.8,17.2,14.1,2.5,40.9,11.3,5,20.5,19.3,0.8806,0.836,0.1785,0.9623,0.9518
12,"Florida","FL",12086,"Miami-Dade County",12086002702,"Census Tract 27.02; Miami-Dade County; Florida",0.389856069746,5228,678,2657,176,2220,230,1723,451,234,219,1135,281,482,173,922,286,321,223,878,296,464,305,153,85,296,173,4394,725,2410,217,0,21,136,82,218,118,727,45,33.1,7.5,7.1,6.4,51.1,11.5,11.8,4.2,17.6,5.7,6.1,4.1,16.8,4.4,8.9,5.6,6.9,3.8,5.9,3.4,84,8.6,90.7,5.5,0,1.9,6.1,3.1,9.8,5,13.9,2,0.7963,0.7272,0.9558,0.6399,0.8874,4.0066,0.9088,0.0557,0.2234,0.2331,0.6455,0.797,1.9547,0.2014,0.87,0.87,0.87,0.9891,0,0.8198,0.7406,0.9615,3.511,0.9379,10.3423,0.865,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,59038,301,149,711,224,3360,605,73,89,0,21,0,21,176,145,74,84,13.6,6.6,13.6,4.3,64.3,6,1.4,1.7,0,1,0,1,3.4,2.8,1.4,1.6,5726464,"Warehouse","101 NE 23rd Street","Miami","Florida","USA","101 NE 23rd Street, Miami, Florida 33137",25.799236,-80.192999,"P","Existing","UFL2","U","50,000","-","50,000","33137","Miami","2016",12086002702,12086002702,12,86,2702,"1400000US12086002702",12086002702,27.02,"Miami-Dade","FL","Florida","Census Tract 27.02, Miami-Dade County, Florida",4060,567,23193,1.1988,0.4684,1.1988,0.6636,0,0.1548,0.9771,0.4986,1.6305,0.3954,0,0.8299,0,0,0,0,0.8299,0.5037,0.3853,0.1254,0.0397,0.5504,0.0045,0.7891,0.7666,0,1.5557,0.7805,0.9093,0.9093,0.9093,5.4758,0.3954,0.8971,0.8971,0.8971,0.7556,0.6324,0.8297,0.9792,0.9554,0.9708,0.5388,5.6619,0.9085,0.0197,0.0824,0.2922,0.8944,1.2887,0.0784,0,0.9721,0.9721,0.638,8.8198,0.8034,0,0,0,0,0,0,0,0,7.19,1.69,31.04,0,97.64,0,0,0,0,100,21.78,16.25,100,100,0,100,87.9,45,13.1,8.8,92.2,51.9763,26.2,17.6,3.9,12.7,9.7,11.8,0,21.2,26.3,7.8,3.9,14.9,10.7,0.1848,0.0496,0.0528,0.4978,0.6058
12,"Florida","FL",12086,"Miami-Dade County",12086010705,"Census Tract 107.05; Miami-Dade County; Florida",1.129197384118,4795,611,1391,151,1391,151,2542,657,90,98,607,223,682,227,638,330,408,147,1547,271,732,328,291,153,673,279,4679,627,28,39,0,15,99,91,64,101,0,15,53.4,12.1,4,4.2,43.6,15.3,24.3,9,13.3,6.2,8.5,3.5,32.3,4.3,15.3,6.5,21,10.8,15.1,6,97.6,4,2,2.8,0,3.5,7.1,6.5,4.6,7.4,0,0.3,0.9581,0.4267,0.8959,0.8962,0.7932,3.9701,0.9016,0.1208,0.943,0.6619,0.9751,0.9306,3.6314,0.9724,0.9686,0.9686,0.9686,0.395,0,0.8511,0.4897,0,1.7358,0.2757,10.3059,0.8615,1,0,0,0,0,1,0,1,0,1,1,3,1,1,0,0,0,0,0,0,5,3172,54,59,854,654,3759,639,0,15,0,15,0,15,43,52,23,41,3.9,4.3,17.8,12.8,78.4,12.4,0,1,0,1,0,1,0.9,1.1,0.5,0.8,6524884,"Warehouse","27505 SW 132nd Ave","Homestead, Miami","Florida","USA","27505 SW 132nd Ave, Homestead, Miami, Florida 33032",25.511776,-80.402477,"I","New Confirmed","TMB8","T","1,100,000","-","1,100,000","33032","Miami","2024",12086010705,12086010704,12,86,10704,"1400000US12086010704",12086010704,107.04,"Miami-Dade","FL","Florida","Census Tract 107.04, Miami-Dade County, Florida",11587,1273,5262,1.9132,0.7909,1.5132,0.8431,0,0.0906,0.3702,0.4073,0.8681,0.1316,0.9334,0.2839,0.9228,0,0,0,2.1401,0.9137,0.5905,0.2253,0.4,1.2158,0.1966,0.3223,0.3502,0.9632,1.6357,0.8994,0.5119,0.5119,0.5119,6.3716,0.5992,0.9416,0.9416,0.9416,0.9168,0.9105,0.9103,0.6559,0.9576,0.9259,0.1735,5.4505,0.8773,0.1564,0.937,0.41,0.9685,2.4719,0.8498,0.496,0.3832,0.8792,0.5419,9.7432,0.914,0,0,0,1,1,2,0.4,0,6.72,0.31,29,2.38,0.05,2.38,0,0,0,52.13,35.7,10.9,7.32,23.54,43.77,49.82,94.6,60.9885,27.8,11.4,42.8,52.4208,19.9,7.6,9.4,31.5,11.3,22.9,0.7,0.1,29.5,9.6,4.1,18.3,13.2,0.355,0.4568,0.0688,0.7523,0.8751
